Edad,Fecha de nacimiento,Sexo,Lugar de residencia,Composición del hogar,Grado de consanguinidad,Número de personas con quienes vive,Profesión de los padres,Nivel escolar,Rendimiento académico promedio,Antecedentes de maltrato familiar o escolar,Participa en actividades extracurriculares,Usa redes sociales activamente,Contactó de forma inapropiada en redes,Involucrado en otros incidentes de agresión,Conocía a la víctima,Antecedentes penales o disciplinarios,Trastorno psicológico o adicción,Atención psicológica previa,Se siente arrepentido,Reconoce que su comportamiento fue incorrecto,Premeditado o impulsivo,Violencia física o amenazas,Actuó solo o con otras personas,Edad inicio consumo pornográfico,Contenido violento o explícito en material
16,2012-03-08,Femenino,North Margaret,Extendida,Abuelos,1,Profesional,Secundaria,9,Sí,No,Sí,Sí,No,No,Sí,No,No,Sí,Sí,Impulsivo,No,Solo,7,No
11,2011-07-07,Femenino,Williamston,Nuclear,Tios,4,Empleado público,Técnico,4,Sí,Sí,Sí,No,No,No,No,Sí,No,No,Sí,Impulsivo,Sí,Con otras personas,14,Sí
15,2013-03-24,Masculino,Lawrencechester,Monoparental,Tios,7,Obrero,Técnico,2,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Impulsivo,No,Con otras personas,14,No
9,2007-07-10,Otro,Johnshire,Monoparental,Padres,7,Obrero,Primaria,5,No,Sí,Sí,Sí,No,Sí,No,No,No,Sí,No,Premeditado,Sí,Solo,10,Sí
7,2017-05-07,Masculino,Thompsonshire,Monoparental,Hermanos,6,Profesor,Universitario,8,Sí,No,No,No,Sí,Sí,Sí,Sí,No,No,No,Impulsivo,No,Solo,9,No
6,2018-04-07,Femenino,Greenmouth,Monoparental,Padres,2,Empresario,Universitario,9,Sí,No,No,No,No,No,Sí,No,No,Sí,Sí,Premeditado,Sí,Solo,10,No
8,2016-09-13,Otro,Lake Jenniferton,Extendida,Tios,1,Empleado público,Primaria,1,Sí,No,Sí,Sí,No,Sí,Sí,Sí,No,No,No,Premeditado,No,Solo,7,Sí
5,2019-12-21,Masculino,South Carolyn,Nuclear,Hermanos,6,Empleado público,Técnico,2,Sí,No,Sí,Sí,No,Sí,No,No,Sí,Sí,No,Impulsivo,No,Con otras personas,10,No
15,2018-04-25,Femenino,South Cindytown,Extendida,Otros familiares,1,Profesional,Universitario,2,No,No,No,Sí,No,Sí,No,No,Sí,No,No,Premeditado,No,Solo,6,Sí
6,2022-04-03,Masculino,Evanstown,Extendida,Abuelos,6,Profesor,Primaria,9,No,No,No,Sí,Sí,Sí,No,No,Sí,No,Sí,Impulsivo,Sí,Solo,6,Sí
6,2022-04-27,Otro,Rebekahland,Extendida,Tios,7,Empleado público,Secundaria,2,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,No,Premeditado,No,Con otras personas,6,Sí
7,2007-04-14,Otro,New Crystalfort,Nuclear,Otros familiares,2,Desempleado,Primaria,5,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,Premeditado,No,Con otras personas,14,No
13,2011-12-04,Femenino,North Mary,Monoparental,Abuelos,2,Profesor,Universitario,6,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,No,No,Impulsivo,No,Solo,8,Sí
8,2017-03-09,Otro,Davidmouth,Monoparental,Padres,3,Empleado público,Universitario,1,No,No,No,Sí,No,No,Sí,No,Sí,No,No,Impulsivo,Sí,Solo,11,No
4,2015-03-27,Otro,North Victor,Monoparental,Tios,3,Empresario,Universitario,9,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Premeditado,No,Con otras personas,8,Sí
4,2015-02-12,Femenino,North Ericburgh,Extendida,Hermanos,1,Profesor,Secundaria,6,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Impulsivo,No,Solo,8,Sí
17,2018-02-21,Masculino,Hoodbury,Extendida,Otros familiares,2,Empleado público,Técnico,5,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Impulsivo,No,Con otras personas,11,Sí
7,2012-03-06,Otro,New Joshuabury,Nuclear,Hermanos,7,Obrero,Técnico,7,Sí,No,No,No,Sí,No,Sí,No,Sí,No,No,Impulsivo,No,Con otras personas,8,Sí
14,2015-01-02,Femenino,Cohenborough,Extendida,Tios,3,Desempleado,Primaria,4,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,No,No,Impulsivo,No,Solo,8,No
14,2022-09-12,Femenino,Chelseabury,Monoparental,Padres,4,Profesor,Secundaria,8,Sí,Sí,No,No,No,Sí,Sí,No,No,No,No,Impulsivo,Sí,Con otras personas,6,No
1,2007-10-25,Femenino,Christianfort,Monoparental,Padres,2,Empleado público,Universitario,7,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,Premeditado,No,Solo,9,No
17,2007-03-18,Femenino,New Tarachester,Nuclear,Otros familiares,2,Profesional,Secundaria,3,Sí,Sí,No,No,No,No,Sí,No,No,Sí,No,Impulsivo,Sí,Con otras personas,12,No
13,2021-07-14,Otro,Jamesstad,Monoparental,Hermanos,1,Profesional,Universitario,4,Sí,No,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Impulsivo,Sí,Con otras personas,6,No
5,2017-07-13,Otro,Hooverberg,Extendida,Otros familiares,6,Empleado público,Técnico,3,No,No,Sí,No,Sí,Sí,No,No,No,Sí,No,Premeditado,Sí,Solo,12,No
15,2011-01-04,Masculino,Smithmouth,Monoparental,Abuelos,1,Empleado público,Técnico,6,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,Impulsivo,No,Solo,8,No
3,2021-05-04,Femenino,Allisonhaven,Monoparental,Hermanos,2,Desempleado,Universitario,5,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,Premeditado,No,Con otras personas,12,No
16,2015-01-17,Masculino,Port Traceymouth,Monoparental,Otros familiares,6,Profesor,Primaria,9,No,No,No,No,No,Sí,Sí,No,Sí,No,Sí,Impulsivo,No,Solo,8,No
9,2022-05-25,Otro,East Meganland,Monoparental,Padres,6,Empresario,Secundaria,5,Sí,No,Sí,Sí,No,No,Sí,No,Sí,No,No,Impulsivo,No,Con otras personas,6,Sí
17,2010-05-05,Masculino,Fosterburgh,Monoparental,Abuelos,6,Profesor,Primaria,5,Sí,No,Sí,Sí,No,No,No,No,Sí,Sí,Sí,Impulsivo,Sí,Solo,10,No
2,2010-11-20,Otro,North Jeremyland,Monoparental,Otros familiares,4,Profesor,Secundaria,5,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Impulsivo,Sí,Con otras personas,8,No
13,2015-10-19,Femenino,Amandahaven,Extendida,Padres,5,Profesor,Primaria,5,Sí,No,No,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Premeditado,No,Solo,9,Sí
17,2020-03-12,Masculino,Mariahfurt,Monoparental,Otros familiares,7,Obrero,Universitario,7,Sí,No,No,Sí,No,No,No,Sí,No,Sí,No,Premeditado,No,Solo,12,Sí
6,2005-11-27,Femenino,New Robertview,Extendida,Otros familiares,4,Profesional,Universitario,6,Sí,Sí,No,No,No,Sí,No,Sí,No,No,No,Premeditado,No,Con otras personas,10,Sí
8,2018-01-22,Masculino,Mackchester,Monoparental,Tios,4,Empleado público,Universitario,1,No,No,No,Sí,No,No,No,No,No,No,No,Impulsivo,Sí,Con otras personas,10,No
9,2010-08-24,Otro,Knightstad,Extendida,Abuelos,3,Obrero,Técnico,7,No,No,Sí,No,No,Sí,Sí,Sí,Sí,No,No,Premeditado,No,Con otras personas,13,Sí
2,2014-12-21,Femenino,East Chrisberg,Nuclear,Tios,1,Empleado público,Primaria,1,Sí,Sí,No,No,Sí,No,Sí,No,Sí,Sí,No,Impulsivo,No,Solo,8,Sí
3,2021-09-08,Masculino,Denisestad,Nuclear,Padres,2,Obrero,Universitario,4,Sí,No,Sí,Sí,No,No,No,No,No,No,Sí,Premeditado,No,Con otras personas,11,No
2,2017-03-06,Masculino,Lake Jerryshire,Extendida,Hermanos,5,Empleado público,Universitario,3,Sí,No,No,No,No,No,No,Sí,No,Sí,No,Premeditado,Sí,Con otras personas,14,Sí
8,2015-12-13,Otro,East Michaelburgh,Extendida,Otros familiares,7,Profesor,Técnico,5,No,No,No,No,Sí,Sí,No,Sí,No,Sí,No,Impulsivo,No,Con otras personas,9,Sí
5,2012-03-20,Otro,Burtonfort,Extendida,Otros familiares,4,Profesor,Técnico,4,Sí,No,No,Sí,No,No,No,No,No,No,No,Impulsivo,No,Con otras personas,13,Sí
9,2006-02-03,Masculino,Singhview,Extendida,Tios,5,Desempleado,Primaria,4,No,No,Sí,Sí,No,Sí,Sí,No,No,No,Sí,Premeditado,No,Solo,8,Sí
11,2006-08-05,Otro,New Matthewfurt,Monoparental,Abuelos,5,Desempleado,Técnico,3,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Impulsivo,Sí,Solo,10,Sí
16,2023-09-13,Femenino,New Robert,Monoparental,Abuelos,5,Obrero,Técnico,8,No,No,No,No,Sí,Sí,No,Sí,No,Sí,Sí,Premeditado,Sí,Solo,7,Sí
16,2006-11-21,Otro,Louisport,Nuclear,Padres,4,Empresario,Primaria,2,Sí,Sí,Sí,Sí,No,No,No,No,Sí,Sí,No,Premeditado,No,Con otras personas,6,No
8,2008-04-22,Otro,Lake Cynthiaview,Nuclear,Hermanos,3,Empleado público,Universitario,9,No,No,No,Sí,No,No,Sí,No,Sí,Sí,No,Impulsivo,Sí,Con otras personas,7,Sí
11,2022-04-21,Masculino,South Patriciaborough,Extendida,Tios,2,Empresario,Técnico,6,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Impulsivo,No,Con otras personas,13,No
16,2008-09-07,Femenino,Medinastad,Extendida,Hermanos,3,Empleado público,Universitario,5,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,No,Premeditado,No,Con otras personas,13,Sí
15,2018-06-26,Femenino,Jasminefort,Monoparental,Tios,4,Obrero,Secundaria,2,Sí,No,Sí,Sí,No,Sí,No,Sí,Sí,No,Sí,Premeditado,No,Con otras personas,6,No
15,2022-04-26,Masculino,Port Melanie,Extendida,Hermanos,4,Profesional,Técnico,3,No,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí,Premeditado,No,Con otras personas,9,Sí
14,2017-04-23,Masculino,Hamiltonville,Nuclear,Tios,6,Empleado público,Universitario,7,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Impulsivo,No,Con otras personas,7,Sí
14,2007-11-08,Femenino,Walshburgh,Monoparental,Otros familiares,2,Empleado público,Primaria,6,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,No,No,Impulsivo,Sí,Con otras personas,14,No
14,2020-03-12,Femenino,Franklinmouth,Monoparental,Otros familiares,2,Empleado público,Secundaria,5,Sí,No,No,No,Sí,Sí,Sí,No,No,Sí,No,Impulsivo,No,Con otras personas,8,No
1,2006-09-11,Femenino,Middletonfurt,Nuclear,Hermanos,4,Profesional,Secundaria,5,Sí,Sí,No,No,No,No,No,Sí,No,Sí,Sí,Premeditado,Sí,Con otras personas,7,Sí
17,2007-05-06,Femenino,Adamland,Monoparental,Otros familiares,6,Empleado público,Universitario,4,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Premeditado,No,Solo,11,No
8,2018-12-23,Masculino,Port Andrewstad,Nuclear,Tios,2,Empleado público,Secundaria,3,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,Impulsivo,No,Solo,8,Sí
9,2010-05-22,Otro,New Davidchester,Nuclear,Abuelos,3,Profesor,Técnico,2,Sí,Sí,Sí,Sí,No,No,No,No,Sí,No,No,Premeditado,No,Solo,7,No
8,2009-06-12,Otro,East Stephen,Nuclear,Hermanos,4,Obrero,Primaria,9,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,Sí,Premeditado,No,Con otras personas,13,Sí
11,2019-11-08,Femenino,North Andrea,Extendida,Tios,4,Empresario,Técnico,3,Sí,No,No,Sí,Sí,Sí,No,Sí,No,No,No,Impulsivo,Sí,Con otras personas,8,No
15,2012-09-12,Masculino,Lake Tammy,Nuclear,Padres,7,Empresario,Universitario,6,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,Sí,No,Premeditado,Sí,Solo,12,Sí
7,2016-09-11,Masculino,North Angela,Nuclear,Padres,4,Empresario,Secundaria,6,Sí,Sí,Sí,No,No,No,No,Sí,Sí,No,Sí,Premeditado,No,Solo,8,Sí
6,2017-12-17,Masculino,South Williambury,Nuclear,Padres,3,Obrero,Técnico,3,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,Premeditado,Sí,Con otras personas,14,No
10,2006-07-19,Femenino,Robertsonbury,Nuclear,Padres,7,Profesional,Técnico,8,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,Impulsivo,No,Con otras personas,14,No
11,2022-06-30,Otro,East Cynthiamouth,Extendida,Padres,7,Profesional,Secundaria,6,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Premeditado,Sí,Solo,11,No
13,2010-04-17,Masculino,Smithville,Nuclear,Hermanos,7,Desempleado,Universitario,9,Sí,No,Sí,No,Sí,No,No,Sí,No,No,No,Impulsivo,No,Con otras personas,13,No
1,2014-08-23,Masculino,Dillonborough,Monoparental,Hermanos,1,Empleado público,Primaria,5,No,Sí,No,Sí,No,Sí,Sí,No,No,Sí,No,Premeditado,No,Con otras personas,14,No
8,2013-02-24,Masculino,Lake Johnville,Monoparental,Hermanos,5,Profesional,Técnico,8,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,Impulsivo,Sí,Solo,13,Sí
7,2010-04-18,Femenino,Frenchside,Extendida,Hermanos,4,Profesor,Primaria,4,Sí,Sí,No,No,Sí,No,No,No,No,No,No,Premeditado,Sí,Solo,10,No
8,2007-07-17,Masculino,Klinechester,Extendida,Tios,5,Empleado público,Primaria,1,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,Premeditado,No,Solo,6,Sí
4,2019-08-25,Femenino,Smithmouth,Extendida,Hermanos,5,Empresario,Técnico,6,No,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Premeditado,Sí,Solo,7,No
10,2023-05-28,Otro,Teresatown,Nuclear,Otros familiares,3,Desempleado,Secundaria,1,Sí,Sí,No,No,No,No,No,Sí,No,No,No,Impulsivo,Sí,Solo,10,No
9,2021-07-21,Masculino,Wadefurt,Extendida,Abuelos,6,Desempleado,Secundaria,7,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,No,Impulsivo,No,Solo,10,No
10,2011-10-24,Otro,Mcbrideborough,Nuclear,Padres,3,Empresario,Técnico,5,Sí,Sí,Sí,No,Sí,No,Sí,No,No,Sí,No,Premeditado,Sí,Con otras personas,9,No
9,2008-09-07,Masculino,West Charlesview,Extendida,Hermanos,2,Profesional,Secundaria,7,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Impulsivo,Sí,Con otras personas,7,No
16,2006-06-23,Masculino,North Angelaborough,Monoparental,Abuelos,3,Desempleado,Secundaria,2,Sí,No,No,No,Sí,Sí,Sí,No,Sí,No,Sí,Impulsivo,Sí,Con otras personas,7,No
8,2008-02-28,Femenino,Allisonside,Monoparental,Hermanos,2,Empleado público,Universitario,3,No,Sí,No,No,Sí,No,No,Sí,Sí,No,Sí,Impulsivo,No,Con otras personas,14,No
13,2008-03-01,Otro,Smithborough,Monoparental,Abuelos,7,Profesional,Primaria,8,Sí,Sí,No,No,Sí,No,No,No,Sí,No,Sí,Premeditado,No,Con otras personas,13,Sí
16,2009-02-20,Masculino,Wallaceview,Extendida,Tios,6,Profesional,Primaria,1,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Impulsivo,Sí,Solo,13,Sí
10,2023-02-19,Masculino,West Brian,Monoparental,Hermanos,5,Desempleado,Primaria,6,Sí,No,No,No,Sí,No,Sí,No,Sí,Sí,Sí,Premeditado,Sí,Con otras personas,8,Sí
2,2018-12-06,Otro,Port Beth,Extendida,Tios,7,Profesor,Primaria,6,No,Sí,No,Sí,No,No,No,No,No,No,Sí,Premeditado,No,Con otras personas,9,Sí
2,2016-11-10,Otro,Bennettfurt,Monoparental,Abuelos,6,Empresario,Secundaria,1,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Impulsivo,Sí,Con otras personas,12,Sí
8,2018-02-23,Otro,Hamptonborough,Nuclear,Hermanos,5,Empresario,Secundaria,6,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,Impulsivo,Sí,Con otras personas,13,Sí
3,2023-05-15,Otro,Lake Johnnyfurt,Monoparental,Otros familiares,6,Empresario,Primaria,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Impulsivo,No,Solo,8,No
6,2018-10-17,Femenino,Port Catherinefort,Extendida,Tios,1,Obrero,Universitario,8,Sí,No,Sí,Sí,No,Sí,No,Sí,Sí,No,Sí,Impulsivo,No,Solo,10,Sí
9,2014-11-29,Masculino,Warrenchester,Monoparental,Abuelos,5,Desempleado,Secundaria,8,Sí,Sí,Sí,No,No,Sí,No,Sí,No,No,No,Impulsivo,Sí,Solo,7,No
17,2006-02-13,Femenino,East Linda,Nuclear,Padres,7,Desempleado,Técnico,2,No,Sí,No,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Premeditado,No,Solo,11,No
12,2019-09-12,Otro,Griffinberg,Nuclear,Abuelos,5,Desempleado,Primaria,8,No,No,Sí,Sí,Sí,No,No,No,No,Sí,No,Premeditado,No,Con otras personas,11,Sí
12,2021-10-31,Masculino,Lake Nancyside,Monoparental,Abuelos,5,Empleado público,Primaria,6,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Premeditado,Sí,Con otras personas,12,Sí
4,2008-09-20,Otro,Tiffanyport,Nuclear,Padres,4,Profesional,Secundaria,5,No,No,No,No,Sí,No,No,No,Sí,No,Sí,Impulsivo,No,Solo,7,No
1,2015-02-28,Otro,New Juliechester,Monoparental,Abuelos,1,Profesor,Primaria,9,No,No,No,No,No,No,Sí,Sí,Sí,No,No,Premeditado,Sí,Solo,7,No
17,2023-06-08,Otro,East Sharonland,Nuclear,Hermanos,2,Profesional,Técnico,1,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Premeditado,No,Solo,11,No
16,2008-04-26,Otro,Daviston,Extendida,Hermanos,4,Empleado público,Universitario,8,No,Sí,No,No,Sí,No,No,No,Sí,Sí,Sí,Impulsivo,No,Solo,9,No
2,2023-05-13,Otro,Colemouth,Extendida,Otros familiares,7,Empresario,Secundaria,5,No,No,Sí,Sí,No,Sí,Sí,No,No,Sí,No,Impulsivo,Sí,Con otras personas,10,No
10,2015-12-31,Otro,Baileyport,Monoparental,Abuelos,2,Empresario,Técnico,5,Sí,No,No,No,Sí,Sí,Sí,No,No,Sí,Sí,Impulsivo,Sí,Con otras personas,14,Sí
11,2006-09-17,Otro,Marystad,Extendida,Tios,2,Empleado público,Secundaria,7,Sí,No,No,Sí,No,No,No,Sí,No,Sí,Sí,Premeditado,Sí,Solo,11,No
2,2009-03-02,Femenino,Mejialand,Monoparental,Hermanos,5,Empresario,Primaria,5,No,Sí,No,No,Sí,No,No,No,No,Sí,Sí,Premeditado,Sí,Solo,11,Sí
13,2022-01-24,Otro,Lake Sandraside,Nuclear,Abuelos,5,Desempleado,Técnico,9,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,Premeditado,No,Solo,13,Sí
1,2015-08-25,Masculino,West Brian,Monoparental,Tios,6,Empleado público,Secundaria,9,Sí,Sí,No,No,Sí,No,No,No,No,Sí,Sí,Premeditado,No,Con otras personas,10,No
13,2022-04-08,Masculino,Port Michaelport,Nuclear,Hermanos,7,Obrero,Primaria,1,Sí,No,Sí,No,No,Sí,Sí,No,Sí,No,Sí,Premeditado,Sí,Con otras personas,12,No
6,2012-08-19,Femenino,South Kristinshire,Extendida,Abuelos,2,Profesor,Secundaria,8,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Premeditado,No,Con otras personas,14,Sí
12,2023-03-02,Femenino,Holmeschester,Nuclear,Padres,6,Profesor,Secundaria,3,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,Premeditado,No,Solo,8,Sí
6,2020-03-28,Otro,Meganmouth,Nuclear,Otros familiares,3,Empleado público,Técnico,6,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Impulsivo,No,Con otras personas,13,Sí
10,2015-12-18,Femenino,North Kirk,Extendida,Otros familiares,5,Empleado público,Secundaria,1,No,No,No,Sí,No,Sí,No,Sí,No,Sí,Sí,Premeditado,No,Solo,6,No
11,2021-01-28,Masculino,Andrewshire,Monoparental,Tios,6,Profesor,Primaria,6,No,Sí,No,Sí,No,No,Sí,Sí,Sí,No,No,Impulsivo,No,Con otras personas,14,No
10,2020-05-03,Femenino,Lake Joshuatown,Extendida,Hermanos,6,Profesor,Primaria,2,No,No,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Impulsivo,Sí,Con otras personas,9,Sí
2,2008-11-17,Femenino,Kelseymouth,Extendida,Tios,4,Empleado público,Secundaria,1,No,Sí,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Premeditado,Sí,Solo,10,Sí
6,2012-05-31,Femenino,Greenfort,Extendida,Hermanos,1,Empresario,Primaria,8,No,Sí,Sí,Sí,No,No,No,Sí,No,No,Sí,Premeditado,Sí,Con otras personas,7,Sí
4,2015-05-31,Masculino,Mcclainview,Nuclear,Otros familiares,3,Empleado público,Técnico,7,No,Sí,No,No,No,No,No,No,No,No,Sí,Premeditado,No,Con otras personas,12,Sí
15,2023-05-29,Otro,Barnesfurt,Extendida,Otros familiares,2,Empresario,Técnico,6,Sí,No,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Impulsivo,No,Solo,12,Sí
7,2017-10-10,Femenino,Christopherburgh,Extendida,Abuelos,3,Desempleado,Universitario,9,Sí,Sí,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Premeditado,Sí,Con otras personas,10,Sí
14,2009-11-10,Femenino,Stephaniehaven,Nuclear,Padres,4,Profesional,Técnico,7,Sí,No,No,No,Sí,Sí,Sí,No,No,No,No,Premeditado,No,Solo,11,No
8,2019-03-31,Otro,Lawrencestad,Nuclear,Padres,7,Profesional,Técnico,8,Sí,Sí,No,No,No,No,Sí,No,Sí,No,Sí,Premeditado,No,Solo,14,No
11,2017-11-06,Femenino,Port Aaronport,Extendida,Otros familiares,7,Empleado público,Primaria,8,Sí,No,No,Sí,Sí,No,No,No,No,Sí,No,Premeditado,Sí,Con otras personas,13,No
3,2023-03-04,Otro,Lake Jennifer,Nuclear,Otros familiares,7,Desempleado,Secundaria,6,Sí,Sí,Sí,No,No,No,Sí,Sí,No,No,No,Premeditado,Sí,Solo,6,No
7,2021-11-23,Otro,Leblancview,Monoparental,Abuelos,3,Desempleado,Primaria,4,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Impulsivo,No,Con otras personas,11,No
17,2012-12-23,Femenino,Port Tanyafurt,Extendida,Abuelos,1,Obrero,Secundaria,1,Sí,No,No,Sí,Sí,No,No,Sí,No,Sí,Sí,Premeditado,Sí,Solo,11,No
14,2023-09-27,Masculino,Allisonview,Nuclear,Abuelos,6,Desempleado,Primaria,2,No,Sí,Sí,No,Sí,No,Sí,No,No,Sí,No,Premeditado,Sí,Solo,7,No
13,2015-11-23,Otro,Alvarezfort,Extendida,Abuelos,1,Desempleado,Universitario,8,No,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Premeditado,Sí,Con otras personas,13,No
14,2013-04-25,Masculino,Walkerbury,Nuclear,Otros familiares,5,Desempleado,Universitario,9,No,No,Sí,Sí,No,Sí,No,No,Sí,Sí,No,Impulsivo,No,Solo,12,Sí
14,2011-09-05,Masculino,East Jacobberg,Nuclear,Abuelos,5,Empleado público,Técnico,3,Sí,No,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Premeditado,Sí,Solo,11,No
4,2022-11-17,Femenino,Ellisburgh,Monoparental,Abuelos,5,Profesor,Primaria,3,No,No,No,Sí,No,Sí,Sí,No,No,No,Sí,Premeditado,No,Con otras personas,6,Sí
13,2018-01-23,Masculino,Williamstown,Monoparental,Abuelos,3,Desempleado,Secundaria,8,No,No,Sí,No,Sí,Sí,No,No,Sí,No,No,Impulsivo,No,Solo,9,Sí
6,2012-08-27,Otro,Rogerchester,Monoparental,Padres,3,Obrero,Universitario,8,No,No,No,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Impulsivo,No,Solo,13,Sí
3,2018-11-28,Otro,North Davidfort,Extendida,Otros familiares,1,Desempleado,Técnico,6,Sí,Sí,No,No,No,Sí,No,Sí,Sí,Sí,Sí,Impulsivo,Sí,Con otras personas,9,Sí
16,2012-06-13,Femenino,Curtisport,Extendida,Tios,7,Obrero,Secundaria,7,No,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,No,Impulsivo,Sí,Solo,7,No
4,2012-05-04,Otro,Angelamouth,Nuclear,Hermanos,5,Empleado público,Primaria,9,Sí,No,No,Sí,No,No,No,No,No,No,Sí,Impulsivo,No,Con otras personas,14,No
12,2014-03-26,Femenino,Josephhaven,Nuclear,Padres,6,Empleado público,Universitario,4,Sí,No,Sí,No,Sí,No,No,No,No,No,No,Premeditado,Sí,Solo,12,Sí
15,2021-01-16,Masculino,Port Jamestown,Monoparental,Hermanos,4,Profesional,Universitario,7,No,No,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Premeditado,Sí,Con otras personas,11,Sí
11,2013-11-03,Otro,Franciscoton,Nuclear,Hermanos,3,Empresario,Secundaria,4,No,Sí,No,Sí,No,No,Sí,Sí,Sí,No,Sí,Premeditado,Sí,Con otras personas,6,Sí
13,2014-05-17,Masculino,New Catherine,Nuclear,Otros familiares,1,Obrero,Primaria,5,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Premeditado,Sí,Solo,12,Sí
2,2008-06-13,Masculino,Lake Brianbury,Monoparental,Hermanos,2,Empresario,Universitario,4,Sí,No,No,No,Sí,No,No,No,Sí,No,Sí,Impulsivo,Sí,Con otras personas,7,Sí
3,2009-05-25,Femenino,West Toddport,Monoparental,Abuelos,3,Desempleado,Primaria,3,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,Sí,No,Impulsivo,No,Solo,12,Sí
4,2006-09-19,Masculino,Port Jeffreyport,Monoparental,Padres,5,Desempleado,Secundaria,3,Sí,No,Sí,No,Sí,No,Sí,No,No,Sí,Sí,Impulsivo,Sí,Con otras personas,14,No
11,2022-06-24,Masculino,Contrerasfort,Extendida,Padres,1,Empresario,Técnico,5,No,Sí,No,Sí,Sí,No,No,Sí,Sí,No,No,Impulsivo,Sí,Con otras personas,6,Sí
14,2014-10-17,Masculino,Port Jeremy,Extendida,Hermanos,2,Empresario,Primaria,8,Sí,No,Sí,Sí,No,No,Sí,No,Sí,No,No,Premeditado,No,Con otras personas,11,Sí
12,2010-03-15,Masculino,Teresaville,Monoparental,Tios,6,Empresario,Universitario,6,No,No,Sí,No,No,Sí,No,No,Sí,No,No,Premeditado,Sí,Con otras personas,9,No
10,2023-06-19,Femenino,West Ashleetown,Nuclear,Abuelos,3,Profesor,Primaria,2,Sí,No,No,No,Sí,No,Sí,No,Sí,Sí,Sí,Premeditado,Sí,Con otras personas,8,Sí
1,2005-11-18,Masculino,Riveraport,Nuclear,Tios,3,Desempleado,Universitario,7,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Impulsivo,No,Con otras personas,10,Sí
